id,alias,aliases,price_num,price_num_imputado,phone,address,rating,review_count,transactions,image_url,url,location.zip_code,coordinates.longitude,coordinates.latitude
ngB0iQM1Yz7Nx_tQZqU7NA,daisies-chicago,"['pastashops', 'newamerican', 'cocktailbars']",3,False,17736979443,2375 N Milwaukee Ave,4.3,690,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/_sOKwd53ToEsElmBUjC2Dw/o.jpg,https://www.yelp.com/biz/daisies-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.69964666704485,41.92444384539096
n5jRD0dlY6Dl672THS7yFA,mister-tiger-chicago,['korean'],3,True,13122195211,1132 W Grand Ave,4.6,54,[],https://s3-media0.fl.yelpcdn.com/bphoto/nBGQQx_01FaL5bqywu9loA/o.jpg,https://www.yelp.com/biz/mister-tiger-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60642,-87.65596,41.89129
Z45eQgbnFWH--PYPLTFhNg,void-chicago,"['italian', 'seafood', 'cocktailbars']",3,True,0,2937 N Milwaukee Ave,4.8,40,[],https://s3-media0.fl.yelpcdn.com/bphoto/FT4jEyk1Rlfgtwt2rqcgeQ/o.jpg,https://www.yelp.com/biz/void-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60618,-87.716438,41.93478
tuJraaFffIS_JNK_4ZqGTA,ema-chicago-6,"['mediterranean', 'tapasmallplates', 'salad']",2,False,13125275586,74 W Illinois St,4.3,1849,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/EA7Wq13hk7PKgZ4xl5hUJQ/o.jpg,https://www.yelp.com/biz/ema-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.63090253497006,41.8909643906248
W2QV6SILHer3qB_-CZ1z1A,etta-bucktown-chicago,"['pizza', 'newamerican', 'breakfast_brunch']",3,False,17737302277,1840 W North Ave,4.2,1131,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/vyMZ9UM1wC1AwZrSZouyJQ/o.jpg,https://www.yelp.com/biz/etta-bucktown-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.674285,41.910731
T_egMuf7xJHLdldzPqOaSQ,qing-xiang-yuan-dumplings-chicago-3,"['bbq', 'dimsum', 'coffee']",2,False,13127991118,"2002 S Wentworth Ave, Ste 103",4.4,1970,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/eRzmXCDGjUut0AlNmsAW7g/o.jpg,https://www.yelp.com/biz/qing-xiang-yuan-dumplings-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60616,-87.63219,41.85505
zm6Peew9j8YtowzUu4sQfA,the-whale-chicago-chicago,"['newamerican', 'breakfast_brunch', 'cocktailbars']",2,False,17738252900,2427 N Milwaukee Ave,4.2,1048,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/gdXiK79yPcmR9T1nKE2h9g/o.jpg,https://www.yelp.com/biz/the-whale-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.70112,41.92555
wfkj7DK8YzhdwhhFc2OntA,giant-chicago-2,"['newamerican', 'beerbar', 'wine_bars']",3,False,17732520997,3209 W Armitage Ave,4.3,737,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/RHnjotvmwoObOE95kt5Prg/o.jpg,https://www.yelp.com/biz/giant-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.70746,41.9171
Z8K7SVH-B7ZVAVD9aFIK8w,bar-mar-by-josé-andrés-chicago-2,"['seafood', 'cocktailbars']",3,False,13128206602,120 N Wacker Dr,4.3,556,[],https://s3-media0.fl.yelpcdn.com/bphoto/ZfSYel2Muyh1hAqf6eRYZg/o.jpg,https://www.yelp.com/biz/bar-mar-by-jos%C3%A9-andr%C3%A9s-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60606,-87.6372458,41.883835
--Yw337vTC4fLKRCaw-PLQ,xochimilco-mexican-restaurant-chicago,['mexican'],2,False,17736611534,2030-32 W Montrose Ave,4.8,344,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/5Zf_QCE-uJy1FSmnz6w-AA/o.jpg,https://www.yelp.com/biz/xochimilco-mexican-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60618,-87.6802497,41.9616665
okaqMJEoHfHblpKz9Q-CMA,the-perch-chicago,"['breweries', 'newamerican']",2,False,17734862739,1932 W Division,4.4,580,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/YTWeHweGurPHiKotVhDzCQ/o.jpg,https://www.yelp.com/biz/the-perch-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.676221,41.90348
dKbk0C9z_mRXh24-0vIHqA,mirra-chicago,"['mexican', 'indpak']",2,True,0,1954 W Armitage Ave,4.3,84,[],https://s3-media0.fl.yelpcdn.com/bphoto/26k4riQWH6QmZGbZbGT7yg/o.jpg,https://www.yelp.com/biz/mirra-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.67737831920385,41.917959764150055
apyIymDFbUK7u-Y3V5kmkA,bavettes-bar-and-boeuf-chicago,"['steak', 'seafood', 'bars']",4,False,13126248154,218 W Kinzie,4.5,3390,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/mhw9kdjyIBe1A0vGIKlI9Q/o.jpg,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.63489302317039,41.889295011779424
45Xno0A0IWY8A0JBgeQ7Eg,brasero-chicago,"['latin', 'newamerican', 'beer_and_wine']",2,True,18723422079,1709 W Chicago Ave,4.6,111,[],https://s3-media0.fl.yelpcdn.com/bphoto/C42BGNjfcMnzWCTqzZbxyw/o.jpg,https://www.yelp.com/biz/brasero-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.67021413892508,41.89570504072024
owk55_aszZtVP-SQPyXTIQ,nora-restaurant-chicago,"['mediterranean', 'cocktailbars', 'sardinian']",3,True,13128014446,"636 N St Clair St, Fl 1",4.4,175,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/pkYVpOiAbnvFEf7SI0z-XA/o.jpg,https://www.yelp.com/biz/nora-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.62287,41.89356
kiwMgtypE3TRrUkmTwA2Zw,armitage-alehouse-chicago,"['pubs', 'british', 'seafood']",3,False,17732706402,1000 W Armitage Ave,4.5,490,[],https://s3-media0.fl.yelpcdn.com/bphoto/eW99z8kosu3zy1ZmTfcP4A/o.jpg,https://www.yelp.com/biz/armitage-alehouse-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60614,-87.65359,41.91838
vvhfPV-Llkd4fE2SHuLVvA,the-gage-chicago,"['newamerican', 'cocktailbars']",2,False,13123724243,24 S Michigan Ave,4.2,3627,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/cc3_kSvZf5RJVw3FnIe6bg/o.jpg,https://www.yelp.com/biz/the-gage-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60603,-87.624698,41.881369
FzYi3AVHoYZnWXe1BQrQEw,mott-st-chicago-2,"['asianfusion', 'bars']",2,False,17736879977,1401 N Ashland Ave,4.0,1110,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/iBWTHWKtysWkh3584nK-dw/o.jpg,https://www.yelp.com/biz/mott-st-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.6673834605751,41.9071254164458
faOpq9ORL0FlsMrou2NYug,amaru-chicago,"['latin', 'caribbean', 'cocktailbars']",3,False,17736879790,1904 W North Ave,4.7,452,[],https://s3-media0.fl.yelpcdn.com/bphoto/tfmIEwKvIdytd-_ZBJnxyQ/o.jpg,https://www.yelp.com/biz/amaru-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.675507,41.910699
7vsOVA4wrHP6f3DMQdD8og,volare-ristorante-italiano-chicago,['italian'],3,False,13124109900,201 E Grand Ave,4.3,3091,"['pickup', 'restaurant_reservation', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/88aPSSGsjO6R6l8lAEvnbg/o.jpg,https://www.yelp.com/biz/volare-ristorante-italiano-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.6225186472213,41.8915901798304
UK5Xb8xqUOUBi5vQu0bQXQ,maple-and-ash-chicago,"['steak', 'seafood', 'breakfast_brunch']",4,False,13129448888,8 W Maple St,4.2,2445,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/lgSei6itROdbc1SGqqgTlA/o.jpg,https://www.yelp.com/biz/maple-and-ash-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60610,-87.6286945502972,41.9021130633339
o0DaPvRb4IWH7hUWVCnoGw,monteverde-chicago,"['italian', 'desserts', 'wine_bars']",3,False,13128883041,1020 W Madison St,4.5,1440,['delivery'],https://s3-media0.fl.yelpcdn.com/bphoto/A0UG6ziTe9jmMbDC4O8fVg/o.jpg,https://www.yelp.com/biz/monteverde-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60607,-87.65302,41.88191
IMZE58oaY-gRlv3qK9BCdw,tuk-tuk-thai-isan-street-food-chicago,['thai'],2,False,17736619739,2852 N Clark St,4.4,285,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/2Q8FZBIaGOZpd87Isl657A/o.jpg,https://www.yelp.com/biz/tuk-tuk-thai-isan-street-food-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60657,-87.64626,41.934138
FiDxI03abCAfA4pgl1NJ1w,butcher-and-the-bear-chicago,"['steak', 'seafood', 'burgers']",4,False,13129550306,2721 N Halsted St,4.5,130,[],https://s3-media0.fl.yelpcdn.com/bphoto/waIww1UxsuopxVQ1qFif2Q/o.jpg,https://www.yelp.com/biz/butcher-and-the-bear-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60614,-87.648727,41.93223470574105
OM24LGQGFp1PfaiYrkOIbQ,lilac-tiger-chicago-2,"['indpak', 'cocktailbars']",2,True,0,1742 W Division St,4.3,39,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/kkEQ0ydu9bJt0FtHyMEY0g/o.jpg,https://www.yelp.com/biz/lilac-tiger-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.6717396453023,41.903512007398334
QFg4CAuJRC98_GXVjyrRpA,chengdu-bistro-chicago-2,['chinese'],2,True,18723152926,2211 W North Ave,4.5,47,"['restaurant_reservation', 'delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/UkEZNdqMlkkF10Tc0Ht3Uw/o.jpg,https://www.yelp.com/biz/chengdu-bistro-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60647,-87.682875841856,41.91020072350959
XKUZV9O2sRFLDIpAmwmG5g,boka-chicago,['newamerican'],4,False,13123376070,1729 N Halsted St,4.3,1868,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/vwZ5WBrKuUyTpDf0YxftBQ/o.jpg,https://www.yelp.com/biz/boka-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60614,-87.6480859,41.9135158
Jht3PLwPH693bseS7J0FDA,maxwells-trading-chicago,['newamerican'],3,True,13128964410,1516 W Carroll Ave,4.5,161,[],https://s3-media0.fl.yelpcdn.com/bphoto/8DVpIeKJTCE_ICerptQsTQ/o.jpg,https://www.yelp.com/biz/maxwells-trading-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60607,-87.665248028934,41.88767535355601
PdbRfCs6fHZacu6L_5oHnA,bistro-monadnock-chicago,"['french', 'cocktailbars']",3,True,13129457040,325 S Federal St,4.7,145,[],https://s3-media0.fl.yelpcdn.com/bphoto/2M_uLc8u9nhLeFf1Uvg9ZA/o.jpg,https://www.yelp.com/biz/bistro-monadnock-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60604,-87.629628,41.877754
XR7K-0DlG3dikV4nRXPjYQ,matilda-chicago-3,"['mexican', 'peruvian', 'cocktailbars']",2,True,0,535 N Wells St,4.8,23,[],https://s3-media0.fl.yelpcdn.com/bphoto/sfMZXUw5vviqQtvq5Et0QQ/o.jpg,https://www.yelp.com/biz/matilda-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60654,-87.63378,41.89188
rzeQrwEuv1lo_wu1oD_brA,mirella-s-tavern-chicago,['restaurants'],2,True,17732706196,2056 W Division St,4.4,66,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/9_cmjjPLv0u0jSeL02ogOQ/o.jpg,https://www.yelp.com/biz/mirella-s-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.679574,41.90337419999999
mvFimrcREBIDo-pLAhMfNg,avec-chicago-chicago,['mediterranean'],3,False,13123772002,615 W Randolph St,4.3,2604,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/qaNnaZ-GhXg8-gGZIeWY4g/o.jpg,https://www.yelp.com/biz/avec-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60661,-87.6433979433133,41.884290441849
W83v9XeJyspMiJ7CwThvVQ,seville-chicago-chicago,"['spanish', 'mediterranean', 'cocktailbars']",2,True,17733390362,243 S Franklin St,4.3,83,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/-WzsOoCtsvuEZmm_aUpmuw/o.jpg,https://www.yelp.com/biz/seville-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60606,-87.6350425,41.87845447072228
ruWJerAc9VW23GvegYddnQ,gaijin-chicago,['japanese'],2,False,13122651348,950 W Lake St,4.3,762,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/Uf8BGwoDAl8uFQHskAGFYA/o.jpg,https://www.yelp.com/biz/gaijin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60607,-87.65182,41.88583
0VEE9H6OuGaswhC70tjKeQ,beatrix-streeterville-chicago-2,"['newamerican', 'diners', 'coffee']",2,False,13126420001,671 N St Clair St,4.3,1435,"['pickup', 'delivery']",https://s3-media0.fl.yelpcdn.com/bphoto/H6NKF0UVi0mwUeK19URnqQ/o.jpg,https://www.yelp.com/biz/beatrix-streeterville-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60611,-87.62261,41.89439
HuB9hjq-X4LEEqxN2RhAVw,kama-chicago-2,"['indpak', 'beerbar', 'cocktailbars']",2,True,17739047640,1560 N Milwaukee Ave,4.3,110,"['delivery', 'pickup']",https://s3-media0.fl.yelpcdn.com/bphoto/3GhZ7ERAK-1mV0q1iZ6RDQ/o.jpg,https://www.yelp.com/biz/kama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,60622,-87.676833,41.90971
