id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
1BHgaf25FpVSOXFpZF0pYw,trivoli-tavern-chicago,Trivoli Tavern,https://s3-media0.fl.yelpcdn.com/bphoto/kMNBfN-NjwMPEeAQwo0Qrg/o.jpg,False,https://www.yelp.com/biz/trivoli-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,839,"[{'alias': 'tradamerican', 'title': 'American'}]",4.5,['delivery'],$$$,+13123662646,(312) 366-2646,3373.2131317248645,41.8837221888722,-87.64903867652058,114 N Green St,,,Chicago,60607,US,IL,"['114 N Green St', 'Chicago, IL 60607']"
m5gfWEQI7BYTKWMYF-X-Ug,no-vacancy-chicago,No Vacancy,https://s3-media0.fl.yelpcdn.com/bphoto/Jk2yAguTafL3bD_8ZXWcyw/o.jpg,False,https://www.yelp.com/biz/no-vacancy-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,149,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.6,[],$$,+13125006666,(312) 500-6666,3968.446681064761,41.89115,-87.63375,509 N Wells St,,,Chicago,60654,US,IL,"['509 N Wells St', 'Chicago, IL 60654']"
xoi7Cw7FoknAx5p880RtWQ,au-cheval-chicago,Au Cheval,https://s3-media0.fl.yelpcdn.com/bphoto/vKY9dRK2GM6eQDP-Cxg_tw/o.jpg,False,https://www.yelp.com/biz/au-cheval-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,9323,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}]",4.4,"['pickup', 'delivery']",$$,+13129294580,(312) 929-4580,3382.5619870115283,41.88466,-87.647668,800 W Randolph St,,,Chicago,60607,US,IL,"['800 W Randolph St', 'Chicago, IL 60607']"
xFBQ1md6PDm7YEpJARoxAA,the-vig-chicago-chicago-2,The VIG Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/LTJQDXJAzGTfUuyRbhsb4A/o.jpg,False,https://www.yelp.com/biz/the-vig-chicago-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,905,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.1,"['pickup', 'delivery']",$$,+13129822186,(312) 982-2186,3623.198320643157,41.9099251,-87.6345035,1527 N Wells St,,,Chicago,60610,US,IL,"['1527 N Wells St', 'Chicago, IL 60610']"
1Q7RL7Hc63wKa2A9ec3zXw,il-porcellino-chicago,Il Porcellino,https://s3-media0.fl.yelpcdn.com/bphoto/zrAfaD2GsQLkel9UZAjZdg/o.jpg,False,https://www.yelp.com/biz/il-porcellino-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1645,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'salad', 'title': 'Salad'}]",4.4,"['pickup', 'delivery']",$$,+13125950800,(312) 595-0800,4279.188564018985,41.88996108569464,-87.63029733223148,59 W Hubbard St,,,Chicago,60654,US,IL,"['59 W Hubbard St', 'Chicago, IL 60654']"
ngB0iQM1Yz7Nx_tQZqU7NA,daisies-chicago,Daisies,https://s3-media0.fl.yelpcdn.com/bphoto/_sOKwd53ToEsElmBUjC2Dw/o.jpg,False,https://www.yelp.com/biz/daisies-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,690,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['pickup', 'delivery']",$$$,+17736979443,(773) 697-9443,2799.3558599154912,41.924443845390954,-87.69964666704485,2375 N Milwaukee Ave,,,Chicago,60647,US,IL,"['2375 N Milwaukee Ave', 'Chicago, IL 60647']"
n5jRD0dlY6Dl672THS7yFA,mister-tiger-chicago,Mister Tiger,https://s3-media0.fl.yelpcdn.com/bphoto/nBGQQx_01FaL5bqywu9loA/o.jpg,False,https://www.yelp.com/biz/mister-tiger-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,54,"[{'alias': 'korean', 'title': 'Korean'}]",4.6,[],,+13122195211,(312) 219-5211,2377.173880885762,41.89129,-87.65596,1132 W Grand Ave,,,Chicago,60642,US,IL,"['1132 W Grand Ave', 'Chicago, IL 60642']"
Z45eQgbnFWH--PYPLTFhNg,void-chicago,Void,https://s3-media0.fl.yelpcdn.com/bphoto/FT4jEyk1Rlfgtwt2rqcgeQ/o.jpg,False,https://www.yelp.com/biz/void-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,40,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.8,[],,,,4584.662883482383,41.93478,-87.716438,2937 N Milwaukee Ave,,,Chicago,60618,US,IL,"['2937 N Milwaukee Ave', 'Chicago, IL 60618']"
tuJraaFffIS_JNK_4ZqGTA,ema-chicago-6,Ema,https://s3-media0.fl.yelpcdn.com/bphoto/EA7Wq13hk7PKgZ4xl5hUJQ/o.jpg,False,https://www.yelp.com/biz/ema-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1849,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'salad', 'title': 'Salad'}]",4.3,"['pickup', 'delivery']",$$,+13125275586,(312) 527-5586,4189.6572301334145,41.890964390624795,-87.63090253497006,74 W Illinois St,,,Chicago,60654,US,IL,"['74 W Illinois St', 'Chicago, IL 60654']"
W2QV6SILHer3qB_-CZ1z1A,etta-bucktown-chicago,etta - Bucktown,https://s3-media0.fl.yelpcdn.com/bphoto/vyMZ9UM1wC1AwZrSZouyJQ/o.jpg,False,https://www.yelp.com/biz/etta-bucktown-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1131,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.2,"['pickup', 'delivery']",$$$,+17737302277,(773) 730-2277,669.6763838223678,41.910731,-87.674285,1840 W North Ave,,,Chicago,60622,US,IL,"['1840 W North Ave', 'Chicago, IL 60622']"
T_egMuf7xJHLdldzPqOaSQ,qing-xiang-yuan-dumplings-chicago-3,Qing Xiang Yuan Dumplings,https://s3-media0.fl.yelpcdn.com/bphoto/eRzmXCDGjUut0AlNmsAW7g/o.jpg,False,https://www.yelp.com/biz/qing-xiang-yuan-dumplings-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1970,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.4,"['pickup', 'delivery']",$$,+13127991118,(312) 799-1118,6744.533138192748,41.85505,-87.63219,2002 S Wentworth Ave,Ste 103,,Chicago,60616,US,IL,"['2002 S Wentworth Ave', 'Ste 103', 'Chicago, IL 60616']"
zm6Peew9j8YtowzUu4sQfA,the-whale-chicago-chicago,The Whale Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/gdXiK79yPcmR9T1nKE2h9g/o.jpg,False,https://www.yelp.com/biz/the-whale-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1048,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"['pickup', 'delivery']",$$,+17738252900,(773) 825-2900,2975.457964091856,41.92555,-87.70112,2427 N Milwaukee Ave,,,Chicago,60647,US,IL,"['2427 N Milwaukee Ave', 'Chicago, IL 60647']"
wfkj7DK8YzhdwhhFc2OntA,giant-chicago-2,Giant,https://s3-media0.fl.yelpcdn.com/bphoto/RHnjotvmwoObOE95kt5Prg/o.jpg,False,https://www.yelp.com/biz/giant-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,737,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.3,['delivery'],$$$,+17732520997,(773) 252-0997,2803.5554542384516,41.9171,-87.70746,3209 W Armitage Ave,,,Chicago,60647,US,IL,"['3209 W Armitage Ave', 'Chicago, IL 60647']"
Z8K7SVH-B7ZVAVD9aFIK8w,bar-mar-by-josé-andrés-chicago-2,Bar Mar,https://s3-media0.fl.yelpcdn.com/bphoto/ZfSYel2Muyh1hAqf6eRYZg/o.jpg,False,https://www.yelp.com/biz/bar-mar-by-jos%C3%A9-andr%C3%A9s-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,556,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,[],$$$,+13128206602,(312) 820-6602,4102.904355999825,41.883835,-87.6372458,120 N Wacker Dr,,,Chicago,60606,US,IL,"['120 N Wacker Dr', 'Chicago, IL 60606']"
--Yw337vTC4fLKRCaw-PLQ,xochimilco-mexican-restaurant-chicago,XOchimilco Mexican Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/5Zf_QCE-uJy1FSmnz6w-AA/o.jpg,False,https://www.yelp.com/biz/xochimilco-mexican-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,344,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.8,"['pickup', 'delivery']",$$,+17736611534,(773) 661-1534,6275.480116128975,41.9616665,-87.6802497,2030-32 W Montrose Ave,,,Chicago,60618,US,IL,"['2030-32 W Montrose Ave', 'Chicago, IL 60618']"
okaqMJEoHfHblpKz9Q-CMA,the-perch-chicago,The Perch,https://s3-media0.fl.yelpcdn.com/bphoto/YTWeHweGurPHiKotVhDzCQ/o.jpg,False,https://www.yelp.com/biz/the-perch-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,580,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'newamerican', 'title': 'New American'}]",4.4,"['pickup', 'delivery']",$$,+17734862739,(773) 486-2739,239.42719598525488,41.90348,-87.676221,1932 W Division,,,Chicago,60622,US,IL,"['1932 W Division', 'Chicago, IL 60622']"
dKbk0C9z_mRXh24-0vIHqA,mirra-chicago,Mirra,https://s3-media0.fl.yelpcdn.com/bphoto/26k4riQWH6QmZGbZbGT7yg/o.jpg,False,https://www.yelp.com/biz/mirra-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,84,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'indpak', 'title': 'Indian'}]",4.3,[],,,,1412.390271591231,41.917959764150055,-87.67737831920385,1954 W Armitage Ave,,,Chicago,60622,US,IL,"['1954 W Armitage Ave', 'Chicago, IL 60622']"
apyIymDFbUK7u-Y3V5kmkA,bavettes-bar-and-boeuf-chicago,Bavette's Bar & Boeuf,https://s3-media0.fl.yelpcdn.com/bphoto/mhw9kdjyIBe1A0vGIKlI9Q/o.jpg,False,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3390,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,['delivery'],$$$$,+13126248154,(312) 624-8154,3965.6928058367052,41.889295011779424,-87.63489302317039,218 W Kinzie,,,Chicago,60654,US,IL,"['218 W Kinzie', 'Chicago, IL 60654']"
45Xno0A0IWY8A0JBgeQ7Eg,brasero-chicago,Brasero,https://s3-media0.fl.yelpcdn.com/bphoto/C42BGNjfcMnzWCTqzZbxyw/o.jpg,False,https://www.yelp.com/biz/brasero-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,111,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.6,[],,+18723422079,(872) 342-2079,1231.5429774185423,41.89570504072024,-87.67021413892508,1709 W Chicago Ave,,,Chicago,60622,US,IL,"['1709 W Chicago Ave', 'Chicago, IL 60622']"
owk55_aszZtVP-SQPyXTIQ,nora-restaurant-chicago,Nora Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/pkYVpOiAbnvFEf7SI0z-XA/o.jpg,False,https://www.yelp.com/biz/nora-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,175,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'sardinian', 'title': 'Sardinian'}]",4.4,"['pickup', 'delivery']",,+13128014446,(312) 801-4446,4718.8654159812195,41.89356,-87.62287,636 N St Clair St,Fl 1,,Chicago,60611,US,IL,"['636 N St Clair St', 'Fl 1', 'Chicago, IL 60611']"
kiwMgtypE3TRrUkmTwA2Zw,armitage-alehouse-chicago,Armitage Alehouse,https://s3-media0.fl.yelpcdn.com/bphoto/eW99z8kosu3zy1ZmTfcP4A/o.jpg,False,https://www.yelp.com/biz/armitage-alehouse-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,490,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],$$$,+17732706402,(773) 270-6402,2471.6093917614694,41.91838,-87.65359,1000 W Armitage Ave,,,Chicago,60614,US,IL,"['1000 W Armitage Ave', 'Chicago, IL 60614']"
vvhfPV-Llkd4fE2SHuLVvA,the-gage-chicago,The Gage,https://s3-media0.fl.yelpcdn.com/bphoto/cc3_kSvZf5RJVw3FnIe6bg/o.jpg,False,https://www.yelp.com/biz/the-gage-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3627,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"['pickup', 'delivery']",$$,+13123724243,(312) 372-4243,5131.438445540007,41.881369,-87.624698,24 S Michigan Ave,,,Chicago,60603,US,IL,"['24 S Michigan Ave', 'Chicago, IL 60603']"
FzYi3AVHoYZnWXe1BQrQEw,mott-st-chicago-2,Mott St,https://s3-media0.fl.yelpcdn.com/bphoto/iBWTHWKtysWkh3584nK-dw/o.jpg,False,https://www.yelp.com/biz/mott-st-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1110,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"['pickup', 'delivery']",$$,+17736879977,(773) 687-9977,881.6044146712651,41.9071254164458,-87.6673834605751,1401 N Ashland Ave,,,Chicago,60622,US,IL,"['1401 N Ashland Ave', 'Chicago, IL 60622']"
faOpq9ORL0FlsMrou2NYug,amaru-chicago,Amaru,https://s3-media0.fl.yelpcdn.com/bphoto/tfmIEwKvIdytd-_ZBJnxyQ/o.jpg,False,https://www.yelp.com/biz/amaru-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,452,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.7,[],$$$,+17736879790,(773) 687-9790,628.4117946560697,41.910699,-87.675507,1904 W North Ave,,,Chicago,60622,US,IL,"['1904 W North Ave', 'Chicago, IL 60622']"
7vsOVA4wrHP6f3DMQdD8og,volare-ristorante-italiano-chicago,Volare Ristorante Italiano,https://s3-media0.fl.yelpcdn.com/bphoto/88aPSSGsjO6R6l8lAEvnbg/o.jpg,False,https://www.yelp.com/biz/volare-ristorante-italiano-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3091,"[{'alias': 'italian', 'title': 'Italian'}]",4.3,"['pickup', 'restaurant_reservation', 'delivery']",$$$,+13124109900,(312) 410-9900,4816.404695098029,41.8915901798304,-87.6225186472213,201 E Grand Ave,,,Chicago,60611,US,IL,"['201 E Grand Ave', 'Chicago, IL 60611']"
